OID_;Join_Count;TARGET_FID;municipal;district;name;pt_m_tt_2013_5874358;pt_m_t_2013_5874358;pt_m_d_2013_5874358;pt_m_tt_2013_5878088;pt_m_t_2013_5878088;pt_m_d_2013_5878088;pt_m_tt_2013_5911249;pt_m_t_2013_5911249;pt_m_d_2013_5911249;pt_m_tt_2013_5934892;pt_m_t_2013_5934892;pt_m_d_2013_5934892;pt_m_tt_2013_5934906;pt_m_t_2013_5934906;pt_m_d_2013_5934906;pt_m_tt_2013_5952975;pt_m_t_2013_5952975;pt_m_d_2013_5952975;pt_m_tt_2013_5958354;pt_m_t_2013_5958354;pt_m_d_2013_5958354;pt_m_tt_2013_5961860;pt_m_t_2013_5961860;pt_m_d_2013_5961860;pt_m_tt_2013_5961890;pt_m_t_2013_5961890;pt_m_d_2013_5961890;pt_m_tt_2013_5961894;pt_m_t_2013_5961894;pt_m_d_2013_5961894;pt_m_tt_2013_5968821;pt_m_t_2013_5968821;pt_m_d_2013_5968821;pt_m_tt_2013_5975374;pt_m_t_2013_5975374;pt_m_d_2013_5975374;pt_m_tt_2013_5978639;pt_m_t_2013_5978639;pt_m_d_2013_5978639;pt_m_tt_2013_5980222;pt_m_t_2013_5980222;pt_m_d_2013_5980222;pt_m_tt_2013_5980260;pt_m_t_2013_5980260;pt_m_d_2013_5980260;pt_m_tt_2015_5874358;pt_m_t_2015_5874358;pt_m_d_2015_5874358;pt_m_tt_2015_5878088;pt_m_t_2015_5878088;pt_m_d_2015_5878088;pt_m_tt_2015_5911249;pt_m_t_2015_5911249;pt_m_d_2015_5911249;pt_m_tt_2015_5934892;pt_m_t_2015_5934892;pt_m_d_2015_5934892;pt_m_tt_2015_5934906;pt_m_t_2015_5934906;pt_m_d_2015_5934906;pt_m_tt_2015_5952975;pt_m_t_2015_5952975;pt_m_d_2015_5952975;pt_m_tt_2015_5958354;pt_m_t_2015_5958354;pt_m_d_2015_5958354;pt_m_tt_2015_5961860;pt_m_t_2015_5961860;pt_m_d_2015_5961860;pt_m_tt_2015_5961890;pt_m_t_2015_5961890;pt_m_d_2015_5961890;pt_m_tt_2015_5961894;pt_m_t_2015_5961894;pt_m_d_2015_5961894;pt_m_tt_2015_5968821;pt_m_t_2015_5968821;pt_m_d_2015_5968821;pt_m_tt_2015_5975374;pt_m_t_2015_5975374;pt_m_d_2015_5975374;pt_m_tt_2015_5978639;pt_m_t_2015_5978639;pt_m_d_2015_5978639;pt_m_tt_2015_5980222;pt_m_t_2015_5980222;pt_m_d_2015_5980222;pt_m_tt_2015_5980260;pt_m_t_2015_5980260;pt_m_d_2015_5980260;pt_m_tt_2018_5874358;pt_m_t_2018_5874358;pt_m_d_2018_5874358;pt_m_tt_2018_5878088;pt_m_t_2018_5878088;pt_m_d_2018_5878088;pt_m_tt_2018_5911249;pt_m_t_2018_5911249;pt_m_d_2018_5911249;pt_m_tt_2018_5934892;pt_m_t_2018_5934892;pt_m_d_2018_5934892;pt_m_tt_2018_5934906;pt_m_t_2018_5934906;pt_m_d_2018_5934906;pt_m_tt_2018_5952975;pt_m_t_2018_5952975;pt_m_d_2018_5952975;pt_m_tt_2018_5958354;pt_m_t_2018_5958354;pt_m_d_2018_5958354;pt_m_tt_2018_5961860;pt_m_t_2018_5961860;pt_m_d_2018_5961860;pt_m_tt_2018_5961890;pt_m_t_2018_5961890;pt_m_d_2018_5961890;pt_m_tt_2018_5961894;pt_m_t_2018_5961894;pt_m_d_2018_5961894;pt_m_tt_2018_5968821;pt_m_t_2018_5968821;pt_m_d_2018_5968821;pt_m_tt_2018_5975374;pt_m_t_2018_5975374;pt_m_d_2018_5975374;pt_m_tt_2018_5978639;pt_m_t_2018_5978639;pt_m_d_2018_5978639;pt_m_tt_2018_5980222;pt_m_t_2018_5980222;pt_m_d_2018_5980222;pt_m_tt_2018_5980260;pt_m_t_2018_5980260;pt_m_d_2018_5980260;Shape_Length;Shape_Area
180;127;182;049;633;Högnäs;70;40;22424;68;57;27858;64;55;20958;30;21;8108;43;32;12523;51;42;15792;70;57;22217;47;34;12655;64;50;18788;66;53;23112;62;49;18468;55;41;19411;63;48;19861;43;32;11472;53;46;18439;65;41;24123;63;52;27285;59;50;21478;30;22;8031;43;32;11451;48;39;15666;66;58;21735;47;35;12579;61;51;21412;64;54;22383;61;50;20442;54;43;18807;61;50;19595;41;33;11269;53;43;18439;78;63;20011;66;54;27994;60;49;22022;31;23;8035;47;35;12700;50;39;16056;75;61;22093;52;44;13847;67;55;18112;70;59;22558;67;60;18618;57;47;19163;64;55;19769;40;34;11386;66;58;18510;11774,569510224448095;6198157,948394950479269
181;157;183;049;712;Puotinen;78;55;23303;82;65;29763;76;62;20575;40;31;9953;49;36;13029;63;52;17698;79;66;23203;58;46;14501;73;61;19242;78;67;22731;73;62;20790;64;53;19344;72;62;19938;63;45;13794;71;61;19817;82;63;24123;79;69;27624;72;62;22358;40;30;9936;54;41;14691;61;51;17571;82;70;23640;58;46;14484;78;63;23418;80;65;24390;77;62;22449;69;55;21003;77;61;21596;58;45;15101;70;59;20109;82;65;18054;76;68;26844;70;60;23395;40;30;9940;57;39;14097;61;51;17714;84;77;27575;59;48;14999;77;71;23402;79;73;24373;76;66;20308;66;58;20976;75;66;21570;59;50;13668;74;63;21479;11781,145130447273914;8165284,184426397085190
182;26;184;049;616;Ymmersta;68;51;20611;49;36;25857;47;37;21068;23;14;6147;42;30;9677;32;23;13732;57;46;20340;40;31;7794;49;39;16240;52;41;18623;49;38;15790;40;30;15403;48;39;15635;45;34;8922;48;38;13789;56;35;20755;49;36;25802;44;34;21075;22;12;6046;41;28;10562;32;23;13735;54;43;20301;37;29;7793;50;39;16836;52;41;17602;49;38;16680;40;30;16876;48;39;15633;40;29;8000;46;37;13788;67;51;25567;47;38;25806;41;33;20847;20;12;5967;41;30;10317;31;23;13656;55;47;22727;43;34;8455;49;41;17042;51;42;19525;48;40;17585;38;30;16797;46;39;17370;39;31;8097;48;38;14692;4804,977133822625547;849954,407710188068449
183;290;185;049;723;Lahnus;71;50;16745;78;64;22020;70;53;21926;52;44;17319;44;29;14526;59;43;18156;75;59;26697;70;57;20599;70;56;22713;74;62;24228;70;57;22074;61;47;20841;69;55;21435;79;63;23471;72;57;22800;78;58;21818;80;61;30215;72;59;25487;58;45;17662;51;32;14527;62;48;18148;80;62;24658;73;61;19698;76;58;23254;78;60;24225;74;57;22284;64;48;20838;73;56;21432;79;65;25680;76;60;22797;83;57;15291;76;62;23169;71;57;22163;54;43;16100;48;30;13929;63;45;18145;83;66;27407;71;57;20517;76;60;23234;78;61;24206;76;59;22265;65;48;20809;73;57;21402;80;64;22919;73;56;22216;17955,636558227746718;15149078,688238218426704
184;29;186;049;443;Hannusjärvi;71;62;29672;61;51;31000;56;50;26387;44;35;15076;57;50;19346;48;41;19066;43;39;22054;34;25;10629;36;32;17881;39;34;18852;35;31;16911;31;26;15427;37;34;15864;17;14;4339;23;20;14019;81;61;29338;62;53;31042;57;50;26082;46;35;15141;59;51;19410;49;43;18994;48;42;22042;35;27;10538;41;35;17869;43;38;18841;40;34;16900;33;28;15415;39;34;15853;19;14;4327;26;21;14008;85;69;33358;62;53;33074;63;56;28396;50;43;14285;65;56;19374;53;47;21155;51;46;24203;30;25;9785;44;39;20030;46;42;21001;44;39;19060;41;36;17786;48;43;18300;14;10;3737;36;32;16021;6021,464084519700918;939000,535245982930064
185;61;187;049;433;Malminmäki;75;53;24711;66;51;29004;64;52;24275;41;29;9292;59;45;12821;51;39;16876;51;43;21344;37;28;9649;44;37;17171;47;39;18143;43;36;16201;38;30;14717;44;37;15155;20;12;3753;31;23;13309;78;52;24788;63;51;29018;59;49;24291;37;28;9190;55;44;15392;48;38;16880;52;43;21312;39;31;9656;45;37;17139;47;39;18110;44;36;16169;39;30;14684;45;37;15122;20;13;3684;32;23;13277;83;67;28644;64;55;29030;59;49;24071;36;28;9190;57;46;13587;47;38;16880;53;49;23084;32;29;8666;46;43;18911;48;45;19882;46;43;17942;43;39;16667;50;47;17181;20;13;3694;39;35;14902;7998,356038853637983;2629445,961855683475733
186;67;188;049;614;Kuurinniitty;74;54;20005;61;45;26928;57;46;22199;33;23;6189;50;39;10808;42;32;14863;58;52;20468;43;34;8353;51;46;16296;53;48;17267;50;45;15325;45;39;13867;51;46;14279;29;22;4557;37;32;12433;65;42;20151;60;45;26934;54;43;22206;30;21;6190;48;37;9958;42;32;14867;59;50;20971;44;32;7263;52;45;17584;54;47;17884;51;44;17186;46;39;15701;52;45;16139;30;23;4488;38;31;14294;74;60;26638;55;47;26805;49;42;22058;28;21;7178;48;39;10953;38;32;14867;62;56;22070;42;37;8128;56;50;17042;58;51;19344;56;49;17404;46;39;16129;54;48;16643;27;21;4453;49;43;14364;10101,584570856972277;2639150,517408034764230
187;74;189;049;632;Järvenperä;66;44;20866;68;54;26962;64;52;19983;30;21;7151;40;28;11628;51;36;14897;70;59;21808;46;34;11759;64;54;18096;66;57;22190;62;54;18468;54;44;18028;62;52;18600;43;32;10960;53;45;17560;65;41;21761;63;51;26190;59;49;19998;30;21;7136;42;31;10556;48;38;14770;66;59;21280;47;34;11683;61;56;21310;64;58;22282;61;55;20341;54;46;17911;61;55;18925;41;33;11528;51;43;17559;78;62;19405;66;52;26883;60;47;21087;30;22;7140;43;31;11589;50;37;14945;71;59;20982;51;41;12845;64;53;17001;67;57;21447;64;54;18064;57;45;18056;64;53;18658;40;34;10679;59;55;17630;10882,506906713664648;2934337,515733810607344
188;27;190;049;612;Tuomarila;68;50;21218;49;35;26534;47;36;21805;23;14;6884;42;30;10414;32;23;14468;57;46;20582;42;31;9628;49;39;16482;52;41;19436;49;38;17293;40;30;16049;48;38;16643;39;31;9793;47;37;18008;56;31;21200;49;36;26540;44;34;21812;20;13;6784;38;29;11519;32;24;14473;53;44;20542;41;32;9628;49;40;17177;51;42;17628;47;39;16578;39;31;17260;48;39;18186;38;29;9394;46;35;19684;68;52;26244;49;39;26411;43;33;21664;22;13;6784;42;31;10559;32;24;14473;57;48;23138;43;33;10516;50;42;17042;52;43;19936;50;41;17996;40;31;17111;48;39;16966;36;27;8332;49;38;16753;4548,567407870483294;906752,263669173116796
189;47;191;049;442;Hannus;71;57;24223;59;51;28537;54;47;24494;42;35;12327;55;50;16597;46;39;17172;42;37;20213;32;25;7725;35;30;16040;37;33;17011;34;29;15070;29;27;12987;36;33;13971;16;14;1970;22;20;12125;77;61;26289;58;50;28588;54;49;23627;39;33;12328;54;49;16597;45;41;16742;43;39;19588;30;25;7726;36;32;15414;38;35;16386;35;31;14445;30;27;13532;36;34;13970;16;14;1986;22;20;12125;84;67;30610;60;51;31018;61;54;26099;46;35;11502;61;50;15002;51;46;19178;49;44;22226;28;24;7808;42;38;18052;44;40;19024;42;38;17083;38;34;15809;46;42;16323;11;8;1760;34;30;14044;6976,317901742831964;1849866,743814472807571
190;124;192;049;451;Suvisaaret;92;78;33642;84;69;35632;75;60;31034;65;49;19723;78;61;27630;67;52;23713;66;50;26701;54;39;15121;59;43;22528;61;46;23499;58;42;21557;53;40;20073;59;47;20511;39;27;8986;45;33;18665;100;85;36639;88;71;35788;83;63;30729;69;49;19787;83;63;27594;75;58;23896;72;54;26689;61;40;15185;65;47;22516;67;50;23488;64;46;21547;59;41;20062;65;48;20499;45;28;8974;51;34;18654;93;77;37825;86;70;37721;80;65;32863;70;52;19320;86;68;29761;75;60;25690;71;55;28670;50;34;14252;64;48;24496;66;51;25468;64;48;23527;60;45;22253;68;52;22767;34;19;8204;56;41;20488;15676,438957447280700;13370413,467724749818444
191;60;193;049;432;Eestinmalmi;71;55;24223;59;52;28537;54;47;24494;42;35;10638;55;50;16597;46;39;17172;42;37;20213;32;25;7725;35;30;16040;37;33;17011;34;29;15070;29;27;13533;36;33;13971;16;12;2368;22;20;12125;77;54;24543;58;50;28995;54;49;24199;39;33;11716;54;48;15136;45;41;17314;43;39;20160;30;25;7726;36;32;15986;38;35;16958;35;31;15017;30;27;13532;36;34;13970;16;13;2368;22;20;12125;84;67;30610;60;52;31126;61;56;26099;46;35;11502;61;50;15002;51;47;19207;49;45;22255;28;24;7837;42;38;18082;44;41;19054;42;38;17113;38;35;15838;46;42;16352;11;8;1789;34;31;14074;7174,545594665201861;2609475,728261168580502
192;60;194;049;441;Iivisniemi;77;65;27762;64;52;29667;59;48;24964;48;41;13667;62;52;17653;51;40;17643;48;41;20645;38;30;9065;41;34;16472;44;36;17443;40;33;15502;35;28;14096;42;34;14441;22;14;2916;28;20;12596;84;67;27703;66;54;29644;60;51;24684;45;37;13742;59;50;18012;53;45;17798;51;42;20644;36;27;9140;44;35;16471;46;37;17442;43;34;15502;37;30;14016;43;36;14454;21;16;2622;29;22;12609;84;68;31297;60;51;31012;61;54;26334;49;41;13051;63;54;16551;51;46;19290;49;44;22303;28;24;7885;42;38;18129;44;40;19101;42;38;17160;38;34;15886;46;42;16400;12;8;1987;34;30;14121;10254,906745708431117;4038841,278442308772355
193;73;195;049;331;Henttaa;77;46;20215;73;59;27901;66;57;23171;47;29;6399;64;52;12010;58;48;15001;54;46;18954;39;34;7044;47;39;14781;50;41;15753;46;38;13811;40;32;12327;47;38;12765;19;10;2593;33;24;10919;81;52;20872;69;58;27922;63;57;23115;37;27;8150;54;40;11610;55;47;15824;54;45;18922;37;30;7045;47;38;14749;49;40;15721;46;37;13780;41;35;12295;47;40;12732;20;11;2634;33;26;10888;89;74;27063;66;53;28219;64;57;23038;35;28;8611;55;41;13302;55;48;16069;53;46;20673;32;25;6254;46;40;16499;48;42;17471;46;40;15530;43;36;14255;50;43;14770;17;11;2306;39;32;12491;9928,285923930434365;3012783,977457735221833
194;54;196;049;152;Lippajärvi;66;44;20006;63;50;25650;61;51;19475;27;20;5839;41;29;9654;48;35;13708;66;59;19877;44;33;10447;60;53;16048;63;56;19606;59;52;17457;52;42;16219;60;51;16813;46;35;10612;52;41;16435;73;50;19589;63;48;24796;57;47;19489;28;19;5402;41;29;8822;45;36;13037;67;57;19106;43;32;9950;62;54;18567;64;56;19539;61;53;17598;53;43;16178;61;53;16750;45;37;10646;49;39;16434;78;60;22419;65;50;25149;58;45;18896;28;20;5406;43;31;9671;48;35;13211;69;57;19249;48;40;11011;62;51;15268;64;54;19713;62;53;17772;55;42;16352;62;51;16925;39;32;10040;57;51;17017;7354,239278330242996;2218674,699715593829751
195;58;197;049;321;Friisilä;70;49;23082;60;51;27662;56;47;23026;43;33;9266;56;50;15563;47;42;15612;43;39;18693;33;25;6975;36;32;14520;39;34;15491;35;31;13550;31;26;12092;37;34;12503;11;7;753;23;20;10657;78;58;23668;59;50;27692;55;48;22759;41;33;10390;56;46;13811;46;42;15847;44;39;18693;31;25;7300;37;32;14519;40;34;15491;36;31;13550;31;26;12077;37;32;12528;11;7;753;23;20;10658;80;62;29847;55;47;29747;56;50;24884;43;32;10361;58;47;13861;47;41;17896;44;40;20691;23;19;6273;37;33;16518;39;36;17490;37;33;15549;34;30;14274;41;37;14788;9;7;665;30;26;12510;7714,008702899006494;2437608,611154412385076
196;36;198;049;312;Tiistilä;71;55;24088;60;51;27662;56;47;23026;42;36;11715;55;48;16148;46;42;15612;43;39;18693;32;25;7113;36;32;14520;39;34;15491;35;31;13550;30;26;12092;37;34;12503;5;5;337;23;20;10657;78;60;25752;59;50;27692;55;48;22759;41;34;11915;56;50;16184;46;42;15847;44;39;18693;31;25;7312;37;32;14519;40;34;15491;36;31;13550;31;26;12077;37;32;12528;5;5;337;23;20;10658;76;58;29748;50;41;29463;50;46;24909;38;32;11242;52;44;14866;40;36;17544;37;34;20592;16;14;6174;31;28;16419;33;30;17390;31;28;15450;27;24;14175;34;32;14689;4;4;252;23;20;12410;6330,426077528509268;1629163,965636225650087
197;140;199;049;714;Perusmäki;77;54;15089;84;65;21385;75;57;18971;43;32;10937;49;31;11498;62;45;15128;78;59;21745;61;48;15486;73;54;17783;79;59;21199;75;56;19258;65;47;17813;74;56;18389;67;47;14446;73;59;20089;71;57;15017;79;66;27251;70;56;19306;46;32;10921;57;45;13322;64;51;17340;85;71;25783;63;48;15469;78;64;22445;81;66;23417;77;63;21476;68;54;20030;76;63;20623;63;48;16086;74;61;21078;71;55;16598;74;60;21936;72;60;19345;45;33;10925;59;43;13715;65;54;17336;88;77;27192;65;51;15984;81;70;23018;82;68;23990;80;68;21904;70;57;20000;78;66;20594;65;53;14653;78;66;21406;13710,259941967542545;6781762,203011192381382
198;151;200;049;721;Kalajärvi;71;53;13890;78;61;19193;70;50;19355;52;38;13506;44;26;11955;59;39;15585;75;55;22477;70;53;18383;70;52;18516;74;58;21657;70;54;19503;61;43;18270;69;51;18863;76;57;19201;72;53;20228;73;58;14697;76;56;27643;69;53;20111;56;41;13232;47;30;11955;59;42;15576;77;59;22086;71;55;17126;72;55;20682;75;57;21654;71;54;19713;61;45;18266;70;53;18860;78;62;21472;73;57;20225;71;57;15542;71;58;20758;69;53;20109;54;37;13251;45;27;11379;61;41;15595;79;62;24858;71;53;17848;73;56;20684;74;57;21656;73;55;19715;62;44;18259;70;53;18853;80;61;19408;70;52;19666;12494,064852207324293;7548873,118933062069118
199;59;201;049;151;Viherlaakso;65;39;18098;49;36;23323;47;37;17645;18;14;3512;36;26;7445;32;23;11257;57;46;17646;35;27;8060;49;39;13546;52;42;17749;49;38;14454;40;31;13899;48;39;14492;44;28;8515;50;40;14600;63;37;17928;49;36;23183;44;34;18456;18;12;3482;31;22;6902;32;23;11116;54;43;17186;34;24;8030;50;39;14168;52;42;15046;49;38;15678;40;31;14257;48;39;14830;37;27;8557;46;37;14600;67;51;20549;47;38;23229;41;33;17674;16;12;3486;34;26;7460;31;23;11291;55;47;18464;37;29;8541;49;41;14287;51;43;17793;48;40;14224;38;31;14432;46;39;15004;36;28;8530;50;38;15021;8666,738645884262951;2324973,218809577170759
200;82;202;049;713;Vanhakartano;67;51;13156;75;61;20135;72;56;17314;39;27;6945;43;28;9049;58;41;14449;74;58;19817;55;42;11493;69;53;15855;74;55;19345;69;52;16680;59;44;15958;68;52;16552;61;42;12234;66;55;17917;71;55;14037;72;62;24712;66;53;16918;37;27;6928;47;35;9319;56;42;13535;76;63;20045;51;42;11882;71;60;18641;73;62;19612;70;59;17672;62;51;16225;70;59;16819;57;45;12269;63;53;18057;62;51;14427;68;55;19876;67;56;16834;38;28;6932;47;32;9068;59;46;13535;80;71;19980;57;45;11991;73;64;15999;75;66;19345;73;63;17586;64;51;15948;72;60;16542;57;48;12242;68;60;18062;8887,008013929962544;3607239,758109686896205
201;37;203;049;161;Sepänkylä;53;29;17953;49;36;23598;47;37;16002;22;12;3948;42;30;7478;32;23;11532;53;45;17523;33;27;7726;46;39;13546;49;42;16378;45;38;14151;38;28;12432;46;37;13127;35;21;6185;36;28;11886;52;27;18097;49;36;23604;44;34;18877;21;12;3848;37;26;7904;32;23;11537;54;43;17606;29;24;6131;49;39;15410;51;42;14971;47;38;14440;40;31;12679;47;39;13130;30;19;6097;37;29;11579;67;51;23309;47;38;23475;41;33;18729;20;12;3848;41;30;7623;31;23;11537;55;44;19584;35;30;6450;48;37;14518;51;40;16382;48;35;13058;38;28;12297;46;36;13130;25;20;6070;43;36;12686;6901,762718050503281;1107187,656503467122093
202;41;204;049;142;Lähderanta;63;51;18074;64;53;24437;63;54;17114;28;20;5438;36;24;9120;49;40;13708;67;55;19887;43;35;10351;61;50;15926;65;55;19415;61;50;16549;51;41;16028;59;50;16622;54;33;10596;55;45;16420;68;49;19974;61;53;24448;56;47;18564;30;20;5422;38;28;8842;44;36;14444;66;58;19845;42;34;9970;61;54;18441;64;56;19413;60;53;17472;53;45;16026;61;53;16619;54;44;10631;51;42;16419;71;58;19004;65;52;25273;58;50;17068;30;20;5426;41;26;9120;49;40;13200;71;64;22598;49;37;10849;64;57;18424;66;59;19396;64;57;17222;56;45;15999;65;54;16593;49;42;10604;59;50;17526;5663,087996682860648;1405653,275134518742561
203;54;205;049;332;Suurpelto;69;38;18632;61;51;25809;59;52;16682;34;22;4816;51;43;9689;44;39;13200;54;43;18804;38;30;6133;47;36;14631;50;38;15603;46;35;13661;41;32;12203;48;38;12615;26;15;3453;34;25;10769;72;37;18778;61;51;25814;56;49;21087;34;22;4817;52;36;8584;44;39;12632;55;45;18922;37;26;5641;48;38;14749;51;40;15721;47;37;13780;42;32;12295;48;39;12732;23;11;2721;35;25;10888;82;67;24144;64;52;25898;59;48;20939;32;24;6058;51;36;9833;47;39;12268;52;45;20636;32;24;6218;46;38;16463;48;40;17434;46;38;15494;42;34;12977;50;42;13810;17;13;2709;38;30;12454;8646,643093595008395;2129892,459940262138844
204;21;206;049;314;Matinkylän Keskus;66;55;22890;58;51;26369;50;45;21922;36;32;10444;52;48;14430;42;38;14600;38;35;17651;26;22;5842;31;28;13478;33;30;14449;30;27;12508;25;24;10795;31;30;11233;0;0;0;18;16;9387;74;56;24434;57;50;26422;51;47;21461;35;30;10473;52;46;14733;42;38;14576;40;37;17422;26;22;6193;33;31;13248;35;33;14220;32;30;12279;26;24;10794;32;31;11232;0;0;0;19;17;9387;76;58;28528;50;41;28244;50;46;23566;36;32;10023;52;44;16463;40;36;16325;37;34;19373;16;14;4955;31;28;15199;33;30;16171;31;28;14230;27;24;12956;34;32;13470;0;0;0;23;20;11191;3544,881872106089304;583425,573130569187924
205;42;207;049;322;Olarinmäki;69;42;21017;60;52;26494;56;48;19639;40;26;7201;55;47;13296;47;39;14410;43;37;17548;29;22;5968;36;30;13375;39;33;14346;35;29;12405;31;24;10947;37;32;11358;9;6;626;23;18;9513;78;49;22722;59;50;26468;55;49;21555;36;25;8991;52;38;11955;46;41;14420;44;38;17516;29;25;5652;37;31;13343;40;34;14314;36;30;12373;31;26;10902;37;33;11326;9;7;625;23;20;9481;80;63;28422;55;46;28118;56;51;23217;33;26;8298;51;39;11797;47;41;16199;44;40;19247;23;19;4829;37;33;15074;39;35;16046;37;33;14105;34;29;12830;41;37;13344;8;6;639;30;25;11066;6192,918770914077868;1823757,355734112672508
206;19;208;049;315;Nuottaniemi;79;61;26551;68;55;28541;59;51;23759;49;40;12511;64;55;16497;52;43;16438;49;40;19489;39;30;7909;42;33;15316;44;35;16287;41;32;14346;38;29;12862;44;35;13299;14;8;1677;31;21;11454;83;61;26547;68;59;28435;63;58;23675;47;38;12586;61;50;16855;53;46;16642;51;45;19488;37;29;7984;44;38;15314;46;40;16286;43;37;14345;37;31;12860;43;37;13298;15;8;1681;30;23;11453;90;75;31535;70;60;31250;68;63;26572;53;48;14172;71;63;17315;60;54;19331;57;53;22379;36;32;7961;50;46;18206;52;48;19178;50;46;17237;46;43;15962;54;50;16476;13;9;1811;42;39;14198;4942,235686241740950;1161416,270903453463688
207;89;209;049;715;Niipperi;65;48;14190;72;55;19784;70;51;17999;43;35;12235;42;26;10599;56;39;14449;71;53;20773;61;50;17275;66;48;16811;71;54;20301;68;51;18359;58;42;16914;66;50;17507;68;49;16235;70;54;18872;65;51;14044;74;59;26352;64;49;18407;49;34;12302;54;38;10638;59;45;17390;79;65;26414;68;50;16850;72;58;23054;75;60;24026;71;57;22085;61;48;20639;70;56;21232;66;53;18506;72;58;22598;59;46;15699;65;53;19876;66;54;18444;49;35;12306;53;41;11118;61;50;17398;81;68;24448;68;53;17323;75;63;20282;75;62;21413;74;63;19313;63;51;17857;71;59;18450;68;53;16033;73;61;19789;9144,445292472382789;3918640,679215608164668
208;42;210;049;141;Veininlaakso;63;50;17602;61;47;23369;58;49;17114;24;15;3559;36;24;8131;43;33;11304;67;53;17735;41;29;8107;59;48;13317;63;53;17795;60;50;14996;50;40;14435;58;48;15007;53;32;9667;55;45;16590;65;39;17729;61;48;23626;56;39;17818;23;13;3542;38;21;6962;44;28;11176;65;48;17246;38;27;8090;60;44;16707;62;47;15263;59;43;15738;53;36;14318;60;44;14890;50;39;9404;51;42;16250;71;58;20501;62;49;23469;57;44;17068;24;14;3545;41;26;7792;46;34;11319;70;58;18860;44;37;8604;63;52;14287;65;54;17820;62;51;14809;54;42;14460;62;50;15032;46;39;9377;59;49;15212;5322,628346873949340;1661046,396435549249873
209;5;211;049;316;Miessaari;84;67;26945;72;60;28883;65;56;24154;54;45;12905;69;61;16891;57;49;16833;54;46;19883;44;35;8303;47;39;15710;49;41;16682;46;38;14740;43;35;13256;49;41;13694;19;14;2072;36;27;11848;88;67;26941;75;63;28829;69;63;23196;51;43;12981;66;56;17250;60;51;16163;56;51;19009;42;34;8092;49;44;14835;52;46;15807;48;43;13866;43;37;13255;49;43;13693;20;14;2076;35;29;11848;94;81;31930;76;65;31645;73;68;26967;59;54;14566;76;70;17657;66;60;19726;62;59;22774;41;38;8356;55;52;18601;57;54;19572;55;52;17632;52;48;16357;59;56;16871;18;15;2206;48;44;14592;16766,540817223431077;15742529,596713107079268
210;49;212;049;242;Taavinkylä;49;26;17806;60;45;23224;53;41;15855;23;10;3990;40;30;7975;40;29;10634;50;43;17319;28;24;6001;43;37;13879;46;39;14850;42;36;11850;35;26;11464;43;34;12057;33;22;5787;32;25;10521;48;25;17950;58;44;22981;52;42;17921;22;10;3904;37;24;7281;40;29;10644;53;45;16618;27;21;5641;47;38;12591;49;40;13469;46;37;11992;39;30;11581;45;36;12277;30;21;5199;32;25;10520;76;62;22976;55;45;22898;50;44;18299;22;16;3877;41;30;7376;38;31;10618;52;42;18537;31;26;5390;46;35;14364;48;37;15335;45;33;12911;40;26;11313;47;33;12466;27;23;4780;38;33;11627;6297,952486991286605;2038413,074487558798864
211;41;213;049;313;Matinlahti;70;57;24641;60;51;26404;54;45;21727;40;32;10415;55;44;14686;45;37;14405;42;35;17393;30;22;5878;35;28;13220;38;30;14192;34;27;12250;30;24;10766;36;30;11204;0;0;0;22;16;9358;78;56;24451;59;52;26392;54;50;21580;40;33;10555;55;46;14760;46;41;14599;44;39;17392;31;22;6603;37;32;13219;39;34;14191;36;31;12250;30;26;10765;36;31;11202;0;0;0;23;18;9358;76;59;29790;50;42;29505;51;46;24922;36;33;10570;53;45;14642;41;36;17586;38;35;20634;17;14;6216;31;28;16461;33;30;17432;31;28;15492;28;25;14217;35;32;14731;0;0;0;24;21;12453;5897,629074266315911;1723145,879608482122421
212;39;214;049;111;Pohjois-Leppävaara;44;22;13364;38;26;17700;33;28;12572;0;0;0;22;11;3737;20;14;7907;43;35;14020;18;14;4906;36;30;10531;40;32;13313;36;29;12456;27;21;9926;36;29;10519;42;30;9934;38;34;13147;44;21;13695;34;25;17925;29;23;13840;0;0;0;21;13;3131;18;12;7811;39;33;13880;18;14;4967;35;29;11484;37;31;11944;34;28;12372;25;20;10952;33;28;11525;38;29;9839;36;31;12885;54;40;16388;37;28;17565;32;22;12541;0;0;0;21;11;3858;20;12;7811;45;38;17512;24;19;5418;38;29;9868;41;33;14310;38;31;11048;28;20;10952;36;28;11525;40;32;10141;36;27;12356;5672,436426556542756;1568568,938991246279329
213;63;215;049;241;Vanha-Mankkaa;67;38;18185;62;49;23005;58;50;17390;30;22;4785;47;40;8771;44;34;10868;48;41;17300;23;19;2856;41;34;13127;43;37;14098;40;33;12157;36;30;10673;42;37;11110;28;16;4050;29;23;9265;58;34;19039;62;48;23051;56;46;18176;28;19;5169;46;33;8936;44;33;10868;51;43;17299;24;19;2856;44;36;13126;47;39;14098;43;35;12157;38;31;10672;44;36;11110;27;15;3539;30;23;9264;81;66;24172;57;50;23499;55;48;17894;29;21;6020;47;36;9137;43;37;11302;49;43;18553;28;22;3420;42;36;14380;44;38;15351;42;36;13411;38;32;12136;46;40;12650;20;16;3306;34;28;10372;8134,762872977096777;2581536,021383052691817
